Cidade,area,quartos,banheiro,estacionamento,animais,Valor do Aluguel,Iptu,Seguranca Incendio,total
Porto Alegre,65,2,1,1,acept,1400,22,21,1443
Belo Horizonte,20,1,1,1,acept,1100,0,15,1115
Rio de Janeiro,118,3,2,0,not acept,2550,172,33,2755
Sao Paulo,98,3,5,1,acept,5510,0,70,5580
Sao Paulo,505,3,5,0,not acept,8600,2434,109,11143
Rio de Janeiro,110,3,1,2,acept,5000,417,65,5482
Porto Alegre,75,2,2,1,acept,2100,68,31,2199
Sao Paulo,50,1,1,0,not acept,750,0,12,762
Porto Alegre,93,2,1,0,not acept,800,86,12,898
Sao Paulo,230,4,6,4,acept,3000,2658,39,5697
Belo Horizonte,300,4,3,3,acept,5000,535,67,5602
Belo Horizonte,80,3,2,2,acept,1450,140,20,1610
Sao Paulo,144,4,4,4,acept,4900,667,63,5630
Sao Paulo,299,3,3,3,acept,1942,316,25,2283
Sao Paulo,168,4,3,3,acept,13000,809,165,13974
Rio de Janeiro,120,3,2,0,acept,1450,308,19,1777
Sao Paulo,135,3,2,1,acept,2900,180,44,3124
Rio de Janeiro,39,1,1,0,acept,980,20,13,1013
Sao Paulo,211,2,2,2,acept,4500,752,68,5320
Porto Alegre,160,2,3,2,acept,5200,100,93,5393
Sao Paulo,60,2,1,1,acept,1150,120,15,1285
Campinas,45,1,1,1,not acept,1900,83,25,2008
Sao Paulo,120,3,3,2,acept,2900,375,44,3319
Campinas,136,4,5,3,acept,3579,218,46,3843
Sao Paulo,140,2,2,2,acept,3990,394,51,4435
Sao Paulo,380,4,5,4,acept,4080,1509,52,5641
Sao Paulo,62,2,1,1,acept,2200,59,28,2287
Sao Paulo,35,1,1,1,not acept,3290,124,42,3456
Sao Paulo,100,4,3,0,acept,4280,175,55,4510
Campinas,60,1,1,1,acept,1300,30,20,1350
Rio de Janeiro,95,2,1,0,acept,2000,55,31,2086
Sao Paulo,25,1,1,0,not acept,1200,35,16,1251
Belo Horizonte,255,3,2,4,not acept,2800,250,46,3096
Campinas,180,3,3,3,acept,7600,477,97,8174
Sao Paulo,59,2,1,1,acept,1510,0,20,1530
Sao Paulo,420,3,3,4,acept,12000,2936,153,15089
Sao Paulo,125,3,3,3,acept,5000,1165,64,6229
Sao Paulo,80,2,1,0,acept,1800,209,23,2032
Campinas,37,1,1,0,not acept,742,0,10,752
Sao Paulo,110,3,3,2,acept,2200,418,28,2646
Sao Paulo,150,4,2,2,acept,3100,267,47,3414
Rio de Janeiro,31,1,1,0,not acept,1750,50,23,1823
Belo Horizonte,100,3,2,1,acept,1500,120,20,1640
Sao Paulo,100,2,2,0,not acept,1710,175,22,1907
Rio de Janeiro,56,2,2,0,not acept,2500,84,33,2617
Belo Horizonte,75,3,1,1,not acept,1100,80,15,1195
Sao Paulo,166,2,1,5,acept,2200,200,34,2434
Porto Alegre,129,3,3,0,acept,3800,225,56,4081
Sao Paulo,80,3,1,0,acept,6000,0,91,6091
Sao Paulo,204,3,2,2,acept,7000,764,89,7853
Sao Paulo,303,3,3,4,acept,10250,2470,130,12850
Sao Paulo,221,4,4,4,not acept,12830,920,163,13913
Porto Alegre,75,3,1,0,acept,1080,22,16,1118
Campinas,44,1,1,0,acept,520,23,7,550
Sao Paulo,50,2,1,1,acept,1100,100,14,1214
Sao Paulo,95,3,3,2,not acept,3150,121,40,3311
Porto Alegre,75,2,1,0,acept,1020,150,15,1185
Sao Paulo,48,1,1,1,acept,2200,35,28,2263
Belo Horizonte,114,3,2,2,not acept,3500,308,47,3855
Campinas,75,2,2,2,acept,2000,148,26,2174
Sao Paulo,220,3,3,2,not acept,6300,468,80,6848
Sao Paulo,100,4,3,2,acept,2500,369,32,2901
Rio de Janeiro,380,3,4,3,not acept,15000,2500,194,17694
Rio de Janeiro,50,1,1,0,not acept,1850,35,24,1909
Belo Horizonte,50,2,1,0,not acept,1050,0,18,1068
Rio de Janeiro,80,2,1,1,acept,2400,129,31,2560
Belo Horizonte,45,1,1,1,not acept,3000,0,40,3040
Sao Paulo,250,3,3,2,acept,12750,1084,162,13996
Sao Paulo,44,1,1,1,not acept,3300,149,42,3491
Sao Paulo,50,2,1,1,acept,4500,125,58,4683
Sao Paulo,156,3,4,2,acept,2000,0,26,2026
Sao Paulo,42,1,1,1,acept,2326,160,9,2495
Campinas,570,4,6,5,acept,12000,817,181,12998
Campinas,67,2,1,0,acept,880,41,14,935
Sao Paulo,264,4,4,6,acept,6440,574,97,7111
Sao Paulo,350,3,4,4,acept,3100,2900,47,6047
Sao Paulo,54,2,2,1,acept,2800,192,36,3028
Rio de Janeiro,400,2,2,1,acept,2300,6,30,2336
Belo Horizonte,420,4,3,8,acept,6320,0,104,6424
Belo Horizonte,50,1,1,0,acept,750,30,10,790
Sao Paulo,93,2,1,1,acept,2150,76,28,2254
Sao Paulo,350,4,4,2,acept,10000,500,151,10651
Sao Paulo,135,3,3,2,acept,2690,361,35,3086
Sao Paulo,32,1,1,0,not acept,1290,33,17,1340
Rio de Janeiro,52,1,1,1,acept,2390,117,31,2538
Sao Paulo,250,3,4,2,acept,10000,584,127,10711
Sao Paulo,60,1,2,2,acept,3000,0,39,3039
Campinas,109,3,1,1,acept,1150,146,15,1311
Sao Paulo,200,3,3,1,acept,5800,365,74,6239
Sao Paulo,38,1,1,1,acept,2400,0,31,2431
Porto Alegre,30,1,1,1,not acept,1330,0,20,1350
Sao Paulo,215,3,4,4,acept,12000,1252,153,13405
Sao Paulo,340,4,6,4,acept,9600,2167,122,11889
Rio de Janeiro,30,1,1,0,acept,2900,100,38,3038
Sao Paulo,850,4,4,8,acept,12000,5834,181,18015
Sao Paulo,90,3,2,1,acept,1800,44,23,1867
Sao Paulo,180,3,4,4,acept,12000,818,153,12971
Rio de Janeiro,60,1,1,1,acept,2165,110,28,2303
Sao Paulo,50,2,1,1,acept,1850,167,24,2041
Sao Paulo,280,3,3,2,acept,3500,250,53,3803
Sao Paulo,48,1,1,1,acept,3300,110,42,3452
Sao Paulo,42,1,1,0,acept,1800,0,23,1823
Campinas,210,3,3,0,acept,3050,300,46,3396
Campinas,70,2,2,1,acept,1400,44,22,1466
Belo Horizonte,100,3,2,0,not acept,12000,236,197,12433
Sao Paulo,520,4,6,4,acept,15000,2250,226,17476
Sao Paulo,253,3,3,4,acept,4500,1125,58,5683
Belo Horizonte,60,1,1,0,acept,950,55,13,1018
Sao Paulo,210,3,2,3,acept,2860,0,43,2903
Sao Paulo,66,2,1,1,acept,1650,166,21,1837
Sao Paulo,190,3,3,4,acept,12500,780,159,13439
Sao Paulo,17,1,1,0,not acept,2200,50,28,2278
Rio de Janeiro,157,3,2,1,acept,4500,550,58,5108
Belo Horizonte,40,1,1,2,acept,1600,126,22,1748
Belo Horizonte,100,3,2,2,acept,1500,169,20,1689
Campinas,238,4,5,4,acept,5000,421,64,5485
Belo Horizonte,102,3,2,2,acept,1100,0,15,1115
Campinas,188,2,3,8,acept,2930,584,45,3559
Sao Paulo,50,1,1,0,not acept,750,0,12,762
Sao Paulo,250,3,3,2,acept,9500,500,121,10121
Rio de Janeiro,139,2,2,1,acept,1300,234,17,1551
Porto Alegre,125,3,2,2,acept,7700,292,113,8105
Sao Paulo,40,1,1,0,not acept,1200,100,19,1319
Sao Paulo,65,2,2,1,not acept,7500,165,96,7761
Campinas,68,3,2,2,acept,1500,55,20,1575
Sao Paulo,85,2,1,0,acept,3100,28,40,3168
Sao Paulo,200,2,5,2,not acept,15000,937,191,16128
Rio de Janeiro,94,3,1,1,acept,2600,122,34,2756
Porto Alegre,38,1,1,1,acept,2500,42,37,2579
Campinas,105,3,2,2,acept,2000,121,31,2152
Porto Alegre,67,1,1,0,acept,950,25,14,989
Sao Paulo,104,3,3,2,not acept,9000,254,115,9369
Sao Paulo,50,2,1,1,acept,1900,0,25,1925
Rio de Janeiro,145,3,3,0,acept,4500,285,58,4843
Sao Paulo,225,3,2,2,acept,2300,209,35,2544
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Sao Paulo,170,4,5,3,acept,5200,709,66,5975
Sao Paulo,30,1,1,1,not acept,1630,227,21,1878
Belo Horizonte,75,3,1,1,acept,1100,61,15,1176
Campinas,75,2,2,1,acept,1189,75,16,1280
Sao Paulo,250,4,4,3,acept,6970,1580,89,8639
Sao Paulo,120,3,2,0,acept,2500,84,38,2622
Rio de Janeiro,45,1,1,0,acept,1901,80,25,2006
Rio de Janeiro,225,4,4,3,not acept,7500,1095,97,8692
Sao Paulo,245,4,5,4,acept,7000,750,89,7839
Porto Alegre,50,1,1,0,acept,1350,0,20,1370
Sao Paulo,350,3,4,2,acept,7000,507,106,7613
Rio de Janeiro,117,3,4,1,acept,4870,464,63,5397
Belo Horizonte,80,1,2,0,acept,1100,68,15,1183
Sao Paulo,340,3,4,5,acept,9800,0,125,9925
Sao Paulo,60,2,1,0,acept,1000,0,13,1013
Sao Paulo,250,3,2,8,acept,5950,472,90,6512
Sao Paulo,45,1,1,0,not acept,1160,0,18,1178
Sao Paulo,57,2,1,1,acept,1100,3,14,1117
Sao Paulo,30,1,1,1,not acept,3500,123,45,3668
Campinas,70,2,2,1,acept,1500,95,20,1615
Sao Paulo,55,2,2,1,acept,1850,0,24,1874
Sao Paulo,35,1,1,0,not acept,1800,101,28,1929
Sao Paulo,75,3,2,2,acept,2150,150,28,2328
Sao Paulo,156,3,3,5,not acept,4000,0,34,4034
Belo Horizonte,90,2,1,1,acept,1500,0,20,1520
Rio de Janeiro,90,3,2,2,acept,2500,250,33,2783
Rio de Janeiro,200,3,2,2,acept,15000,750,194,15944
Sao Paulo,86,2,1,1,acept,2372,0,10,2382
Sao Paulo,60,1,1,1,acept,3500,150,45,3695
Porto Alegre,50,1,1,0,acept,990,10,15,1015
Sao Paulo,108,3,2,2,acept,5600,275,71,5946
Sao Paulo,48,1,1,1,acept,2630,0,34,2664
Sao Paulo,100,3,2,1,acept,6502,0,83,6585
Campinas,48,1,1,0,not acept,800,80,11,891
Porto Alegre,67,2,1,1,acept,1550,77,23,1650
Rio de Janeiro,120,3,3,0,not acept,9240,209,120,9569
Sao Paulo,250,4,4,3,acept,3824,0,58,3882
Sao Paulo,49,1,1,1,acept,1760,21,23,1804
Sao Paulo,140,1,2,2,not acept,4500,334,58,4892
Sao Paulo,105,2,1,2,acept,3120,0,40,3160
Porto Alegre,60,2,1,1,acept,920,30,14,964
Sao Paulo,300,4,2,4,acept,10040,875,128,11043
Sao Paulo,93,2,2,1,acept,2500,84,32,2616
Sao Paulo,72,2,2,1,acept,2330,0,30,2360
Campinas,60,2,1,1,acept,820,16,11,847
Sao Paulo,250,3,4,4,acept,4200,0,64,4264
Rio de Janeiro,160,4,3,1,acept,6300,667,82,7049
Sao Paulo,104,2,2,1,not acept,4000,10,51,4061
Porto Alegre,66,2,1,1,acept,1000,38,15,1053
Belo Horizonte,148,2,3,3,acept,15000,685,200,15885
Sao Paulo,1000,4,2,8,acept,15000,2334,226,17560
Campinas,120,4,2,1,acept,1500,0,23,1523
Porto Alegre,100,3,3,1,not acept,3500,84,52,3636
Rio de Janeiro,114,2,2,1,not acept,3600,350,47,3997
Sao Paulo,153,3,4,3,acept,6300,534,80,6914
Sao Paulo,164,3,4,2,acept,12500,915,159,13574
Sao Paulo,65,2,2,1,acept,2040,0,31,2071
Campinas,270,4,5,0,not acept,5500,357,83,5940
Sao Paulo,225,4,6,4,acept,4500,742,58,5300
Rio de Janeiro,124,4,2,1,acept,5900,395,77,6372
Sao Paulo,68,3,1,2,acept,882,20,12,914
Sao Paulo,96,3,3,2,acept,5100,296,65,5461
Sao Paulo,210,4,4,3,acept,4700,375,71,5146
Sao Paulo,750,4,5,6,acept,13000,1500,196,14696
Sao Paulo,70,2,2,2,not acept,2954,590,38,3582
Rio de Janeiro,15,1,1,0,acept,700,0,10,710
Sao Paulo,33,1,1,1,not acept,3300,0,42,3342
Belo Horizonte,311,4,3,3,not acept,9000,583,120,9703
Sao Paulo,160,3,2,1,acept,7700,470,98,8268
Sao Paulo,158,3,3,2,acept,3000,175,39,3214
Campinas,62,2,1,1,acept,980,48,13,1041
Belo Horizonte,105,3,2,1,not acept,1200,135,16,1351
Sao Paulo,250,3,4,2,acept,8000,500,102,8602
Porto Alegre,47,1,1,1,not acept,2200,0,33,2233
Sao Paulo,90,3,2,0,acept,2300,84,30,2414
Sao Paulo,295,4,4,4,acept,9500,1417,121,11038
Sao Paulo,133,4,3,0,acept,3550,309,45,3904
Sao Paulo,220,5,5,4,acept,8880,875,113,9868
Sao Paulo,70,2,1,1,acept,2400,162,31,2593
Belo Horizonte,101,3,2,2,acept,2400,20,32,2452
Belo Horizonte,320,3,2,5,acept,2900,200,39,3139
Belo Horizonte,802,6,6,8,acept,15000,1003,246,16249
Rio de Janeiro,28,1,1,0,not acept,2300,55,30,2385
Porto Alegre,35,1,1,0,acept,1170,92,18,1280
Sao Paulo,115,3,1,2,acept,4300,300,55,4655
Rio de Janeiro,70,2,2,1,acept,4200,250,55,4505
Rio de Janeiro,157,3,3,2,acept,3800,382,49,4231
Sao Paulo,40,1,1,0,not acept,750,0,12,762
Rio de Janeiro,205,2,2,0,acept,7000,132,91,7223
Belo Horizonte,75,3,2,1,acept,1600,119,22,1741
Sao Paulo,126,3,2,2,acept,3650,150,16,3816
Sao Paulo,19,1,1,0,not acept,1200,41,16,1257
Sao Paulo,130,3,2,2,acept,3500,584,45,4129
Sao Paulo,360,5,4,0,not acept,3000,2084,39,5123
Sao Paulo,102,2,1,0,acept,1700,17,22,1739
Sao Paulo,290,3,3,1,acept,2500,340,32,2872
Sao Paulo,47,2,1,1,not acept,1150,38,15,1203
Sao Paulo,130,2,1,1,acept,2200,180,28,2408
Porto Alegre,75,3,2,1,acept,1500,63,22,1585
Rio de Janeiro,84,2,1,0,acept,1700,85,22,1807
Sao Paulo,25,1,1,1,not acept,2200,45,28,2273
Sao Paulo,36,1,1,0,acept,2500,30,32,2562
Belo Horizonte,260,4,3,3,acept,3300,555,44,3899
Rio de Janeiro,140,4,3,1,acept,7500,466,97,8063
Sao Paulo,400,4,3,2,acept,5650,338,85,6073
Sao Paulo,47,1,1,0,acept,1490,66,19,1575
Rio de Janeiro,240,4,4,2,acept,12500,938,162,13600
Sao Paulo,800,4,2,6,acept,15000,1667,226,16893
Sao Paulo,160,3,4,2,acept,8500,60,108,8668
Rio de Janeiro,103,3,1,0,acept,3500,0,46,3546
Sao Paulo,55,2,2,1,not acept,1680,0,22,1702
Sao Paulo,300,4,4,5,acept,11000,1225,140,12365
Sao Paulo,67,1,1,1,acept,3120,350,40,3510
Sao Paulo,175,3,5,3,acept,7650,1308,97,9055
Rio de Janeiro,100,2,3,1,acept,3170,84,41,3295
Campinas,80,3,1,0,acept,1000,30,13,1043
Rio de Janeiro,60,2,1,1,acept,1300,0,17,1317
Rio de Janeiro,154,3,2,0,acept,12000,200,155,12355
Sao Paulo,120,3,3,3,acept,2500,321,32,2853
Campinas,160,2,1,2,acept,3950,125,60,4135
Belo Horizonte,105,3,2,2,acept,3700,350,50,4100
Sao Paulo,110,2,2,0,not acept,3500,34,53,3587
Rio de Janeiro,58,1,1,1,acept,1050,56,14,1120
Sao Paulo,60,3,1,0,acept,1700,80,22,1802
Rio de Janeiro,80,2,1,0,not acept,2900,34,38,2972
Porto Alegre,35,1,1,0,acept,1170,92,18,1280
Sao Paulo,22,1,1,0,not acept,900,40,12,952
Porto Alegre,93,3,1,0,not acept,2400,143,36,2579
Belo Horizonte,263,3,4,4,acept,13000,1437,174,14611
Sao Paulo,150,3,1,2,acept,3600,334,55,3989
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Sao Paulo,250,4,2,1,acept,3500,42,53,3595
Sao Paulo,510,4,6,4,acept,5000,3167,64,8231
Sao Paulo,57,2,2,2,acept,1950,2,25,1977
Campinas,58,2,1,1,acept,2400,60,31,2491
Belo Horizonte,200,3,3,1,acept,2100,94,35,2229
Sao Paulo,387,4,6,4,acept,6400,2792,82,9274
Rio de Janeiro,200,4,2,2,acept,4500,157,69,4726
Porto Alegre,52,2,1,1,not acept,900,0,14,914
Sao Paulo,275,3,3,1,acept,8850,0,113,8963
Rio de Janeiro,76,2,2,2,acept,2740,180,36,2956
Sao Paulo,70,1,2,6,acept,3290,417,50,3757
Porto Alegre,68,3,2,1,acept,2200,56,33,2289
Sao Paulo,108,2,2,1,acept,5500,380,70,5950
Porto Alegre,114,3,1,0,acept,1700,75,25,1800
Porto Alegre,90,2,2,1,acept,1900,84,28,2012
Rio de Janeiro,20,1,1,0,acept,500,63,7,570
Belo Horizonte,51,3,1,1,acept,1000,27,14,1041
Belo Horizonte,550,5,5,3,acept,14000,364,230,14594
Porto Alegre,36,1,1,1,acept,650,9,10,669
Sao Paulo,230,3,4,4,not acept,11500,1250,146,12896
Sao Paulo,35,1,1,1,acept,1500,101,23,1624
Porto Alegre,700,8,8,4,acept,12000,0,214,12214
Sao Paulo,140,3,2,1,acept,6000,109,77,6186
Porto Alegre,77,2,2,2,acept,2000,0,30,2030
Sao Paulo,75,2,1,1,acept,1500,100,20,1620
Porto Alegre,110,4,1,1,acept,2200,2500,33,4733
Rio de Janeiro,29,1,1,0,acept,1341,50,18,1409
Rio de Janeiro,84,3,1,1,acept,1500,0,20,1520
Sao Paulo,132,3,5,2,not acept,10990,291,140,11421
Rio de Janeiro,170,2,2,1,acept,4900,255,64,5219
Porto Alegre,26,1,1,0,acept,800,12,12,824
Campinas,73,3,1,1,acept,850,46,11,907
Belo Horizonte,114,2,2,1,acept,1600,1500,22,3122
Rio de Janeiro,68,2,2,1,acept,2000,211,26,2237
Campinas,82,1,1,1,acept,1200,82,16,1298
Belo Horizonte,30,1,1,0,not acept,1200,65,16,1281
Porto Alegre,69,2,2,1,acept,2100,75,31,2206
Sao Paulo,33,1,1,1,not acept,3413,0,12,3425
Sao Paulo,84,2,2,1,acept,5300,145,68,5513
Campinas,620,5,6,4,acept,4860,1200,62,6122
Sao Paulo,90,3,2,1,acept,3090,125,40,3255
Sao Paulo,284,4,5,5,acept,5500,200,83,5783
Campinas,268,3,4,4,acept,3500,509,53,4062
Sao Paulo,100,3,4,4,acept,3600,160,55,3815
Rio de Janeiro,24,1,1,1,acept,1420,359,19,1798
Sao Paulo,64,2,1,1,not acept,1817,84,24,1925
Sao Paulo,34,1,1,1,acept,2800,81,36,2917
Rio de Janeiro,86,2,1,0,acept,2400,205,31,2636
Sao Paulo,54,1,1,1,acept,7500,192,96,7788
Belo Horizonte,128,3,2,2,acept,1400,161,19,1580
Belo Horizonte,250,2,3,2,acept,3500,0,58,3558
Campinas,295,7,6,4,not acept,6200,334,94,6628
Rio de Janeiro,80,3,2,1,acept,2500,115,33,2648
Sao Paulo,500,3,3,5,acept,15000,1125,226,16351
Sao Paulo,120,1,2,0,acept,761,129,10,900
Campinas,136,3,2,1,acept,1274,87,17,1378
Rio de Janeiro,170,3,2,2,acept,2500,291,33,2824
Belo Horizonte,386,3,4,8,acept,6500,730,107,7337
Sao Paulo,19,1,1,0,not acept,1200,41,16,1257
Sao Paulo,550,4,6,4,acept,14000,1917,178,16095
Sao Paulo,384,3,5,3,acept,10000,1050,151,11201
Porto Alegre,48,1,1,0,acept,750,21,11,782
Sao Paulo,98,2,1,1,acept,3080,129,40,3249
Belo Horizonte,50,2,1,1,acept,1100,68,15,1183
Sao Paulo,53,2,2,1,not acept,2100,0,27,2127
Sao Paulo,32,1,1,0,acept,1990,0,26,2016
Sao Paulo,47,1,2,1,acept,3200,150,41,3391
Sao Paulo,65,2,1,1,acept,1440,0,19,1459
Sao Paulo,56,1,1,2,not acept,3958,242,51,4251
Rio de Janeiro,140,2,2,1,not acept,3950,500,51,4501
Sao Paulo,45,1,1,0,not acept,1100,0,17,1117
Rio de Janeiro,21,1,1,0,acept,1200,0,16,1216
Sao Paulo,70,2,2,0,acept,5500,315,70,5885
Sao Paulo,120,2,3,2,acept,11500,250,146,11896
Rio de Janeiro,90,2,2,0,acept,3700,350,48,4098
Porto Alegre,25,1,1,0,acept,2000,26,30,2056
Sao Paulo,198,4,2,0,acept,4000,500,61,4561
Rio de Janeiro,80,2,2,1,not acept,5000,84,65,5149
Sao Paulo,40,1,1,1,not acept,2800,100,36,2936
Belo Horizonte,53,2,1,1,acept,1000,74,14,1088
Rio de Janeiro,75,2,2,1,acept,2300,223,30,2553
Rio de Janeiro,60,2,1,0,acept,1300,100,17,1417
Sao Paulo,142,3,2,2,acept,5440,584,69,6093
Rio de Janeiro,160,3,2,2,acept,7609,689,99,8397
Rio de Janeiro,26,1,1,0,acept,1600,61,21,1682
Sao Paulo,81,1,1,1,acept,1150,67,16,1233
Rio de Janeiro,50,1,1,0,acept,1900,100,25,2025
Belo Horizonte,62,2,1,1,acept,1050,84,14,1148
Belo Horizonte,55,1,1,0,not acept,1020,21,17,1058
Sao Paulo,298,4,6,5,acept,8450,750,128,9328
Campinas,55,2,1,1,acept,720,0,10,730
Rio de Janeiro,82,2,1,1,acept,1500,40,20,1560
Sao Paulo,40,1,1,1,not acept,2200,223,28,2451
Belo Horizonte,106,3,2,2,acept,2400,255,32,2687
Sao Paulo,335,4,5,5,acept,4913,1667,63,6643
Sao Paulo,60,2,2,1,acept,3400,100,44,3544
Sao Paulo,128,3,2,1,acept,3297,950,42,4289
Sao Paulo,250,3,2,4,acept,6000,875,91,6966
Sao Paulo,500,4,4,5,acept,9240,934,139,10313
Sao Paulo,120,3,3,2,acept,2750,125,42,2917
Sao Paulo,300,4,4,4,acept,6500,1420,83,8003
Rio de Janeiro,33,1,1,0,not acept,2110,0,28,2138
Sao Paulo,177,3,3,4,acept,4000,330,61,4391
Rio de Janeiro,126,3,2,1,acept,2350,133,31,2514
Sao Paulo,287,4,5,4,acept,3800,1744,49,5593
Sao Paulo,250,3,4,4,acept,8000,242,121,8363
Belo Horizonte,200,3,3,3,acept,4700,110,78,4888
Belo Horizonte,235,4,2,4,acept,4700,480,78,5258
Sao Paulo,247,3,4,5,acept,3400,234,44,3678
Sao Paulo,100,2,1,0,acept,1800,275,28,2103
Rio de Janeiro,230,3,2,1,acept,3260,84,50,3394
Sao Paulo,350,4,5,4,acept,11000,1042,166,12208
Sao Paulo,600,4,6,5,acept,6000,1167,77,7244
Sao Paulo,187,3,2,3,not acept,8400,584,127,9111
Rio de Janeiro,32,1,1,0,acept,3000,65,39,3104
Sao Paulo,40,1,1,0,acept,920,0,14,934
Sao Paulo,20,1,1,0,not acept,1000,10,13,1023
Sao Paulo,250,5,4,3,acept,3520,666,53,4239
Sao Paulo,210,4,4,4,not acept,5000,1250,64,6314
Campinas,46,1,1,1,acept,1950,0,25,1975
Sao Paulo,104,3,3,2,not acept,4000,350,51,4401
Sao Paulo,32,1,1,0,acept,1600,0,21,1621
Porto Alegre,115,3,2,2,acept,4500,166,66,4732
Sao Paulo,64,2,1,1,acept,2500,67,32,2599
Sao Paulo,280,4,6,5,acept,11500,1417,146,13063
Sao Paulo,80,2,1,1,acept,1500,0,20,1520
Sao Paulo,98,2,2,0,acept,4500,0,58,4558
Sao Paulo,70,2,2,1,acept,1800,71,23,1894
Campinas,40,1,1,1,acept,1300,236,17,1553
Campinas,200,3,2,3,acept,2000,153,31,2184
Campinas,600,4,6,3,acept,5500,819,83,6402
Sao Paulo,65,2,2,1,acept,4900,177,63,5140
Sao Paulo,320,4,5,3,acept,5000,409,76,5485
Sao Paulo,50,2,1,1,not acept,1150,50,15,1215
Porto Alegre,42,1,1,1,acept,2400,81,36,2517
Porto Alegre,71,2,1,0,acept,1600,34,24,1658
Sao Paulo,50,1,1,0,not acept,720,0,10,730
Belo Horizonte,160,3,3,2,acept,1700,0,23,1723
Porto Alegre,70,2,1,0,acept,1500,49,20,1569
Sao Paulo,187,3,4,3,acept,14000,1209,178,15387
Sao Paulo,186,4,5,4,acept,4100,1480,52,5632
Campinas,76,2,1,0,acept,700,100,9,809
Sao Paulo,50,2,1,1,not acept,1650,0,21,1671
Sao Paulo,260,4,5,4,acept,3300,1000,42,4342
Belo Horizonte,200,4,3,2,acept,15000,456,246,15702
Sao Paulo,35,1,1,0,acept,1850,0,24,1874
Sao Paulo,130,2,2,2,acept,6200,634,79,6913
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Porto Alegre,78,2,1,0,acept,1380,32,21,1433
Porto Alegre,50,2,1,0,not acept,750,0,11,761
Belo Horizonte,476,3,2,2,not acept,6100,202,101,6403
Sao Paulo,68,2,2,1,acept,3400,95,44,3539
Rio de Janeiro,110,2,2,1,acept,1400,216,19,1635
Sao Paulo,52,2,2,1,not acept,4000,300,51,4351
Sao Paulo,360,3,5,3,not acept,12500,125,159,12784
Campinas,70,3,2,1,acept,1300,55,17,1372
Belo Horizonte,500,4,4,6,acept,15000,1021,246,16267
Porto Alegre,96,3,1,0,acept,1000,42,15,1057
Sao Paulo,54,2,2,1,acept,2800,190,36,3026
Sao Paulo,41,1,1,1,acept,2387,17,31,2435
Rio de Janeiro,130,3,2,1,acept,2820,300,37,3157
Sao Paulo,87,2,2,1,acept,6675,167,85,6927
Sao Paulo,340,3,5,5,acept,6000,2000,91,8091
Rio de Janeiro,120,3,1,1,acept,2200,84,29,2313
Sao Paulo,90,2,1,2,acept,1480,225,23,1728
Sao Paulo,55,1,1,1,not acept,4950,225,63,5238
Belo Horizonte,160,3,2,2,not acept,3100,183,42,3325
Belo Horizonte,30,1,1,1,not acept,900,19,12,931
Belo Horizonte,103,3,2,1,not acept,1400,101,19,1520
Belo Horizonte,45,1,1,1,not acept,1500,91,20,1611
Sao Paulo,300,4,3,8,acept,4500,667,68,5235
Sao Paulo,72,2,2,2,acept,3700,184,47,3931
Porto Alegre,70,3,2,0,acept,2240,59,33,2332
Rio de Janeiro,133,1,2,1,acept,7000,367,91,7458
Sao Paulo,50,2,1,0,acept,1449,0,19,1468
Porto Alegre,69,3,1,1,acept,1100,75,17,1192
Porto Alegre,42,1,2,1,acept,2000,0,30,2030
Belo Horizonte,55,2,2,1,acept,1300,111,18,1429
Sao Paulo,117,3,2,2,acept,2400,124,31,2555
Sao Paulo,56,2,1,1,acept,2540,25,33,2598
Rio de Janeiro,50,1,1,1,acept,1000,0,13,1013
Sao Paulo,450,4,6,4,acept,10000,750,127,10877
Sao Paulo,62,3,1,1,acept,1260,59,16,1335
Sao Paulo,300,5,3,1,acept,10000,0,151,10151
Sao Paulo,141,3,3,1,acept,3800,372,49,4221
Porto Alegre,44,1,1,0,not acept,950,33,14,997
Rio de Janeiro,40,1,1,0,acept,2400,56,31,2487
Sao Paulo,230,2,1,8,acept,4500,720,68,5288
Sao Paulo,278,4,3,3,acept,10000,1514,127,11641
Sao Paulo,35,1,1,0,acept,1100,30,14,1144
Sao Paulo,130,3,2,2,acept,3400,299,52,3751
Sao Paulo,264,4,4,4,acept,14450,1792,184,16426
Belo Horizonte,93,3,2,0,acept,1750,99,24,1873
Sao Paulo,69,3,2,2,not acept,2200,84,28,2312
Rio de Janeiro,72,2,1,1,acept,1800,97,24,1921
Sao Paulo,66,2,1,1,not acept,2000,30,26,2056
Sao Paulo,44,1,1,1,acept,1400,142,18,1560
Belo Horizonte,227,3,4,1,not acept,2550,208,34,2792
Porto Alegre,100,2,1,1,acept,3400,172,50,3622
Sao Paulo,90,2,2,0,not acept,1800,375,23,2198
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Sao Paulo,70,1,1,1,not acept,2600,125,33,2758
Sao Paulo,135,2,3,3,acept,4200,459,54,4713
Sao Paulo,450,4,4,6,acept,9000,1917,136,11053
Sao Paulo,217,3,1,1,acept,3000,200,46,3246
Sao Paulo,300,4,5,4,not acept,3200,1875,41,5116
Sao Paulo,84,2,2,0,not acept,6300,454,80,6834
